2,Arithmetic
2,Arithmetic
2,Arithmetic
2,Arithmetic
2,Arithmetic
2,Arithmetic
2,Arithmetic
2,Arithmetic
2,Arithmetic
3,Arithmetic
3,Arithmetic
3,Arithmetic
3,Arithmetic
3,Arithmetic
3,Arithmetic
3,Arithmetic
3,Arithmetic
3,Arithmetic
4,Arithmetic
4,Arithmetic
4,Arithmetic
4,Arithmetic
4,Arithmetic
4,Arithmetic
4,Arithmetic
4,Arithmetic
4,Arithmetic
6,Arithmetic
6,Arithmetic
6,Arithmetic
6,Arithmetic
6,Arithmetic
6,Arithmetic
6,Arithmetic
6,Arithmetic
6,Arithmetic
7,Arithmetic
7,Arithmetic
7,Arithmetic
7,Arithmetic
7,Arithmetic
7,Arithmetic
7,Arithmetic
7,Arithmetic
7,Arithmetic
9,Arithmetic
9,Arithmetic
9,Arithmetic
9,Arithmetic
9,Arithmetic
9,Arithmetic
9,Arithmetic
9,Arithmetic
9,Arithmetic
11,Arithmetic
11,Arithmetic
11,Arithmetic
11,Arithmetic
11,Arithmetic
11,Arithmetic
11,Arithmetic
11,Arithmetic
11,Arithmetic
13,Arithmetic
13,Arithmetic
13,Arithmetic
13,Arithmetic
13,Arithmetic
13,Arithmetic
13,Arithmetic
13,Arithmetic
13,Arithmetic
14,Arithmetic
14,Arithmetic
14,Arithmetic
14,Arithmetic
14,Arithmetic
14,Arithmetic
14,Arithmetic
14,Arithmetic
14,Arithmetic
15,Arithmetic
15,Arithmetic
15,Arithmetic
15,Arithmetic
15,Arithmetic
15,Arithmetic
15,Arithmetic
15,Arithmetic
15,Arithmetic
16,Arithmetic
16,Arithmetic
16,Arithmetic
16,Arithmetic
16,Arithmetic
16,Arithmetic
16,Arithmetic
16,Arithmetic
16,Arithmetic
17,Arithmetic
17,Arithmetic
17,Arithmetic
17,Arithmetic
17,Arithmetic
17,Arithmetic
17,Arithmetic
17,Arithmetic
17,Arithmetic
2,Cry 7-1
3,Cry 7-1
4,Cry 7-1
6,Cry 7-1
7,Cry 7-1
9,Cry 7-1
11,Cry 7-1
13,Cry 7-1
14,Cry 7-1
15,Cry 7-1
16,Cry 7-1
17,Cry 7-1
2,Cry 7-2
3,Cry 7-2
4,Cry 7-2
6,Cry 7-2
7,Cry 7-2
9,Cry 7-2
11,Cry 7-2
13,Cry 7-2
14,Cry 7-2
15,Cry 7-2
16,Cry 7-2
17,Cry 7-2
2,Cry 7-3
3,Cry 7-3
4,Cry 7-3
6,Cry 7-3
7,Cry 7-3
9,Cry 7-3
11,Cry 7-3
13,Cry 7-3
14,Cry 7-3
15,Cry 7-3
16,Cry 7-3
17,Cry 7-3
2,Eating 3
2,Eating 3
2,Eating 3
2,Eating 3
2,Eating 3
2,Eating 3
2,Eating 3
3,Eating 3
3,Eating 3
3,Eating 3
3,Eating 3
3,Eating 3
3,Eating 3
3,Eating 3
4,Eating 3
4,Eating 3
4,Eating 3
4,Eating 3
4,Eating 3
4,Eating 3
4,Eating 3
6,Eating 3
6,Eating 3
6,Eating 3
6,Eating 3
6,Eating 3
6,Eating 3
6,Eating 3
7,Eating 3
7,Eating 3
7,Eating 3
7,Eating 3
7,Eating 3
7,Eating 3
7,Eating 3
9,Eating 3
9,Eating 3
9,Eating 3
9,Eating 3
9,Eating 3
9,Eating 3
9,Eating 3
11,Eating 3
11,Eating 3
11,Eating 3
11,Eating 3
11,Eating 3
11,Eating 3
11,Eating 3
13,Eating 3
13,Eating 3
13,Eating 3
13,Eating 3
13,Eating 3
13,Eating 3
13,Eating 3
14,Eating 3
14,Eating 3
14,Eating 3
14,Eating 3
14,Eating 3
14,Eating 3
14,Eating 3
15,Eating 3
15,Eating 3
15,Eating 3
15,Eating 3
15,Eating 3
15,Eating 3
15,Eating 3
16,Eating 3
16,Eating 3
16,Eating 3
16,Eating 3
16,Eating 3
16,Eating 3
16,Eating 3
17,Eating 3
17,Eating 3
17,Eating 3
17,Eating 3
17,Eating 3
17,Eating 3
17,Eating 3
2,Game 4
2,Game 4
2,Game 4
2,Game 4
2,Game 4
2,Game 4
2,Game 4
3,Game 4
3,Game 4
3,Game 4
3,Game 4
3,Game 4
3,Game 4
3,Game 4
4,Game 4
4,Game 4
4,Game 4
4,Game 4
4,Game 4
4,Game 4
4,Game 4
6,Game 4
6,Game 4
6,Game 4
6,Game 4
6,Game 4
6,Game 4
6,Game 4
7,Game 4
7,Game 4
7,Game 4
7,Game 4
7,Game 4
7,Game 4
7,Game 4
9,Game 4
9,Game 4
9,Game 4
9,Game 4
9,Game 4
9,Game 4
9,Game 4
11,Game 4
11,Game 4
11,Game 4
11,Game 4
11,Game 4
11,Game 4
11,Game 4
13,Game 4
13,Game 4
13,Game 4
13,Game 4
13,Game 4
13,Game 4
13,Game 4
14,Game 4
14,Game 4
14,Game 4
14,Game 4
14,Game 4
14,Game 4
14,Game 4
15,Game 4
15,Game 4
15,Game 4
15,Game 4
15,Game 4
15,Game 4
15,Game 4
16,Game 4
16,Game 4
16,Game 4
16,Game 4
16,Game 4
16,Game 4
16,Game 4
17,Game 4
17,Game 4
17,Game 4
17,Game 4
17,Game 4
17,Game 4
17,Game 4
2,Ice Bucket 6
2,Ice Bucket 6
3,Ice Bucket 6
3,Ice Bucket 6
3,Ice Bucket 6
3,Ice Bucket 6
4,Ice Bucket 6
4,Ice Bucket 6
6,Ice Bucket 6
6,Ice Bucket 6
7,Ice Bucket 6
7,Ice Bucket 6
9,Ice Bucket 6
9,Ice Bucket 6
9,Ice Bucket 6
9,Ice Bucket 6
11,Ice Bucket 6
11,Ice Bucket 6
13,Ice Bucket 6
13,Ice Bucket 6
13,Ice Bucket 6
13,Ice Bucket 6
13,Ice Bucket 6
13,Ice Bucket 6
13,Ice Bucket 6
14,Ice Bucket 6
14,Ice Bucket 6
15,Ice Bucket 6
15,Ice Bucket 6
15,Ice Bucket 6
16,Ice Bucket 6
16,Ice Bucket 6
16,Ice Bucket 6
16,Ice Bucket 6
16,Ice Bucket 6
17,Ice Bucket 6
17,Ice Bucket 6
17,Ice Bucket 6
17,Ice Bucket 6
17,Ice Bucket 6
17,Ice Bucket 6
17,Ice Bucket 6
17,Ice Bucket 6
17,Ice Bucket 6
2,Prepare Speech
2,Prepare Speech
2,Prepare Speech
2,Prepare Speech
2,Prepare Speech
2,Prepare Speech
2,Prepare Speech
2,Prepare Speech
2,Prepare Speech
3,Prepare Speech
3,Prepare Speech
3,Prepare Speech
3,Prepare Speech
3,Prepare Speech
3,Prepare Speech
3,Prepare Speech
3,Prepare Speech
3,Prepare Speech
4,Prepare Speech
4,Prepare Speech
4,Prepare Speech
4,Prepare Speech
4,Prepare Speech
4,Prepare Speech
4,Prepare Speech
4,Prepare Speech
4,Prepare Speech
6,Prepare Speech
6,Prepare Speech
6,Prepare Speech
6,Prepare Speech
6,Prepare Speech
6,Prepare Speech
6,Prepare Speech
6,Prepare Speech
6,Prepare Speech
7,Prepare Speech
7,Prepare Speech
7,Prepare Speech
7,Prepare Speech
7,Prepare Speech
7,Prepare Speech
7,Prepare Speech
7,Prepare Speech
7,Prepare Speech
9,Prepare Speech
9,Prepare Speech
9,Prepare Speech
9,Prepare Speech
9,Prepare Speech
9,Prepare Speech
9,Prepare Speech
9,Prepare Speech
9,Prepare Speech
11,Prepare Speech
11,Prepare Speech
11,Prepare Speech
11,Prepare Speech
11,Prepare Speech
11,Prepare Speech
11,Prepare Speech
11,Prepare Speech
11,Prepare Speech
13,Prepare Speech
13,Prepare Speech
13,Prepare Speech
13,Prepare Speech
13,Prepare Speech
13,Prepare Speech
13,Prepare Speech
13,Prepare Speech
13,Prepare Speech
14,Prepare Speech
14,Prepare Speech
14,Prepare Speech
14,Prepare Speech
14,Prepare Speech
14,Prepare Speech
14,Prepare Speech
14,Prepare Speech
14,Prepare Speech
15,Prepare Speech
15,Prepare Speech
15,Prepare Speech
15,Prepare Speech
15,Prepare Speech
15,Prepare Speech
15,Prepare Speech
15,Prepare Speech
15,Prepare Speech
16,Prepare Speech
16,Prepare Speech
16,Prepare Speech
16,Prepare Speech
16,Prepare Speech
16,Prepare Speech
16,Prepare Speech
16,Prepare Speech
16,Prepare Speech
17,Prepare Speech
17,Prepare Speech
17,Prepare Speech
17,Prepare Speech
17,Prepare Speech
17,Prepare Speech
17,Prepare Speech
17,Prepare Speech
17,Prepare Speech
2,rest1
2,rest1
2,rest1
2,rest1
2,rest1
3,rest1
3,rest1
3,rest1
3,rest1
3,rest1
4,rest1
4,rest1
4,rest1
4,rest1
4,rest1
6,rest1
6,rest1
6,rest1
6,rest1
6,rest1
7,rest1
7,rest1
7,rest1
7,rest1
7,rest1
9,rest1
9,rest1
9,rest1
9,rest1
9,rest1
11,rest1
11,rest1
11,rest1
11,rest1
11,rest1
13,rest1
13,rest1
13,rest1
13,rest1
13,rest1
14,rest1
14,rest1
14,rest1
14,rest1
14,rest1
15,rest1
15,rest1
15,rest1
15,rest1
15,rest1
16,rest1
16,rest1
16,rest1
16,rest1
16,rest1
17,rest1
17,rest1
17,rest1
17,rest1
17,rest1
2,rest2
2,rest2
2,rest2
2,rest2
2,rest2
3,rest2
3,rest2
3,rest2
3,rest2
3,rest2
4,rest2
4,rest2
4,rest2
4,rest2
4,rest2
6,rest2
6,rest2
6,rest2
6,rest2
6,rest2
7,rest2
7,rest2
7,rest2
7,rest2
7,rest2
9,rest2
9,rest2
9,rest2
9,rest2
9,rest2
11,rest2
11,rest2
11,rest2
11,rest2
11,rest2
13,rest2
13,rest2
13,rest2
13,rest2
13,rest2
14,rest2
14,rest2
14,rest2
14,rest2
14,rest2
15,rest2
15,rest2
15,rest2
15,rest2
15,rest2
16,rest2
16,rest2
16,rest2
16,rest2
16,rest2
17,rest2
17,rest2
17,rest2
17,rest2
17,rest2
2,rest3
2,rest3
2,rest3
2,rest3
2,rest3
3,rest3
3,rest3
3,rest3
3,rest3
3,rest3
4,rest3
4,rest3
4,rest3
4,rest3
4,rest3
6,rest3
6,rest3
6,rest3
6,rest3
6,rest3
7,rest3
7,rest3
7,rest3
7,rest3
7,rest3
9,rest3
9,rest3
9,rest3
9,rest3
9,rest3
11,rest3
11,rest3
11,rest3
11,rest3
11,rest3
13,rest3
13,rest3
13,rest3
13,rest3
13,rest3
14,rest3
14,rest3
14,rest3
14,rest3
14,rest3
15,rest3
15,rest3
15,rest3
15,rest3
15,rest3
16,rest3
16,rest3
16,rest3
16,rest3
16,rest3
17,rest3
17,rest3
17,rest3
17,rest3
17,rest3
2,rest4
2,rest4
2,rest4
2,rest4
2,rest4
3,rest4
3,rest4
3,rest4
3,rest4
3,rest4
4,rest4
4,rest4
4,rest4
4,rest4
4,rest4
6,rest4
6,rest4
6,rest4
6,rest4
6,rest4
7,rest4
7,rest4
7,rest4
7,rest4
7,rest4
9,rest4
9,rest4
9,rest4
9,rest4
9,rest4
11,rest4
11,rest4
11,rest4
11,rest4
11,rest4
13,rest4
13,rest4
13,rest4
13,rest4
13,rest4
14,rest4
14,rest4
14,rest4
14,rest4
14,rest4
15,rest4
15,rest4
15,rest4
15,rest4
15,rest4
16,rest4
16,rest4
16,rest4
16,rest4
16,rest4
17,rest4
17,rest4
17,rest4
17,rest4
17,rest4
2,rest5
2,rest5
2,rest5
2,rest5
2,rest5
3,rest5
3,rest5
3,rest5
3,rest5
3,rest5
4,rest5
4,rest5
4,rest5
4,rest5
4,rest5
6,rest5
6,rest5
6,rest5
6,rest5
6,rest5
7,rest5
7,rest5
7,rest5
7,rest5
7,rest5
9,rest5
9,rest5
9,rest5
9,rest5
9,rest5
11,rest5
11,rest5
11,rest5
11,rest5
11,rest5
13,rest5
13,rest5
13,rest5
13,rest5
13,rest5
14,rest5
14,rest5
14,rest5
14,rest5
14,rest5
15,rest5
15,rest5
15,rest5
15,rest5
15,rest5
16,rest5
16,rest5
16,rest5
16,rest5
16,rest5
17,rest5
17,rest5
17,rest5
17,rest5
17,rest5
2,rest6
2,rest6
2,rest6
2,rest6
2,rest6
3,rest6
3,rest6
3,rest6
3,rest6
3,rest6
4,rest6
4,rest6
4,rest6
4,rest6
4,rest6
6,rest6
6,rest6
6,rest6
6,rest6
6,rest6
7,rest6
7,rest6
7,rest6
7,rest6
7,rest6
9,rest6
9,rest6
9,rest6
9,rest6
9,rest6
11,rest6
11,rest6
11,rest6
11,rest6
11,rest6
13,rest6
13,rest6
13,rest6
13,rest6
13,rest6
14,rest6
14,rest6
14,rest6
14,rest6
14,rest6
15,rest6
15,rest6
15,rest6
15,rest6
15,rest6
16,rest6
16,rest6
16,rest6
16,rest6
16,rest6
17,rest6
17,rest6
17,rest6
17,rest6
17,rest6
2,sing-a-song 1
2,sing-a-song 1
2,sing-a-song 1
2,sing-a-song 1
2,sing-a-song 1
2,sing-a-song 1
2,sing-a-song 1
3,sing-a-song 1
3,sing-a-song 1
3,sing-a-song 1
3,sing-a-song 1
3,sing-a-song 1
3,sing-a-song 1
3,sing-a-song 1
4,sing-a-song 1
4,sing-a-song 1
4,sing-a-song 1
4,sing-a-song 1
4,sing-a-song 1
4,sing-a-song 1
4,sing-a-song 1
6,sing-a-song 1
6,sing-a-song 1
6,sing-a-song 1
6,sing-a-song 1
6,sing-a-song 1
6,sing-a-song 1
6,sing-a-song 1
7,sing-a-song 1
7,sing-a-song 1
7,sing-a-song 1
7,sing-a-song 1
7,sing-a-song 1
7,sing-a-song 1
7,sing-a-song 1
9,sing-a-song 1
9,sing-a-song 1
9,sing-a-song 1
9,sing-a-song 1
9,sing-a-song 1
9,sing-a-song 1
9,sing-a-song 1
11,sing-a-song 1
11,sing-a-song 1
11,sing-a-song 1
11,sing-a-song 1
11,sing-a-song 1
11,sing-a-song 1
11,sing-a-song 1
13,sing-a-song 1
13,sing-a-song 1
13,sing-a-song 1
13,sing-a-song 1
13,sing-a-song 1
13,sing-a-song 1
13,sing-a-song 1
14,sing-a-song 1
14,sing-a-song 1
14,sing-a-song 1
14,sing-a-song 1
14,sing-a-song 1
14,sing-a-song 1
14,sing-a-song 1
15,sing-a-song 1
15,sing-a-song 1
15,sing-a-song 1
15,sing-a-song 1
15,sing-a-song 1
15,sing-a-song 1
15,sing-a-song 1
16,sing-a-song 1
16,sing-a-song 1
16,sing-a-song 1
16,sing-a-song 1
16,sing-a-song 1
16,sing-a-song 1
16,sing-a-song 1
17,sing-a-song 1
17,sing-a-song 1
17,sing-a-song 1
17,sing-a-song 1
17,sing-a-song 1
17,sing-a-song 1
17,sing-a-song 1
2,Social Conversation 5
2,Social Conversation 5
2,Social Conversation 5
2,Social Conversation 5
2,Social Conversation 5
2,Social Conversation 5
2,Social Conversation 5
3,Social Conversation 5
3,Social Conversation 5
3,Social Conversation 5
3,Social Conversation 5
3,Social Conversation 5
3,Social Conversation 5
3,Social Conversation 5
4,Social Conversation 5
4,Social Conversation 5
4,Social Conversation 5
4,Social Conversation 5
4,Social Conversation 5
4,Social Conversation 5
4,Social Conversation 5
6,Social Conversation 5
6,Social Conversation 5
6,Social Conversation 5
6,Social Conversation 5
6,Social Conversation 5
6,Social Conversation 5
6,Social Conversation 5
7,Social Conversation 5
7,Social Conversation 5
7,Social Conversation 5
7,Social Conversation 5
7,Social Conversation 5
7,Social Conversation 5
7,Social Conversation 5
9,Social Conversation 5
9,Social Conversation 5
9,Social Conversation 5
9,Social Conversation 5
9,Social Conversation 5
9,Social Conversation 5
9,Social Conversation 5
11,Social Conversation 5
11,Social Conversation 5
11,Social Conversation 5
11,Social Conversation 5
11,Social Conversation 5
11,Social Conversation 5
11,Social Conversation 5
13,Social Conversation 5
13,Social Conversation 5
13,Social Conversation 5
13,Social Conversation 5
13,Social Conversation 5
13,Social Conversation 5
13,Social Conversation 5
14,Social Conversation 5
14,Social Conversation 5
14,Social Conversation 5
14,Social Conversation 5
14,Social Conversation 5
14,Social Conversation 5
14,Social Conversation 5
15,Social Conversation 5
15,Social Conversation 5
15,Social Conversation 5
15,Social Conversation 5
15,Social Conversation 5
15,Social Conversation 5
15,Social Conversation 5
16,Social Conversation 5
16,Social Conversation 5
16,Social Conversation 5
16,Social Conversation 5
16,Social Conversation 5
16,Social Conversation 5
16,Social Conversation 5
17,Social Conversation 5
17,Social Conversation 5
17,Social Conversation 5
17,Social Conversation 5
17,Social Conversation 5
17,Social Conversation 5
17,Social Conversation 5
2,Speech
2,Speech
2,Speech
2,Speech
2,Speech
2,Speech
2,Speech
2,Speech
2,Speech
3,Speech
3,Speech
3,Speech
3,Speech
3,Speech
3,Speech
3,Speech
3,Speech
3,Speech
4,Speech
4,Speech
4,Speech
4,Speech
4,Speech
4,Speech
4,Speech
4,Speech
4,Speech
6,Speech
6,Speech
6,Speech
6,Speech
6,Speech
6,Speech
6,Speech
6,Speech
6,Speech
7,Speech
7,Speech
7,Speech
7,Speech
7,Speech
7,Speech
7,Speech
7,Speech
7,Speech
9,Speech
9,Speech
9,Speech
9,Speech
9,Speech
9,Speech
9,Speech
9,Speech
9,Speech
11,Speech
11,Speech
11,Speech
11,Speech
11,Speech
11,Speech
11,Speech
11,Speech
11,Speech
13,Speech
13,Speech
13,Speech
13,Speech
13,Speech
13,Speech
13,Speech
13,Speech
13,Speech
14,Speech
14,Speech
14,Speech
14,Speech
14,Speech
14,Speech
14,Speech
14,Speech
14,Speech
15,Speech
15,Speech
15,Speech
15,Speech
15,Speech
15,Speech
15,Speech
15,Speech
15,Speech
16,Speech
16,Speech
16,Speech
16,Speech
16,Speech
16,Speech
16,Speech
16,Speech
16,Speech
17,Speech
17,Speech
17,Speech
17,Speech
17,Speech
17,Speech
17,Speech
17,Speech
17,Speech
2,Stroop 2
2,Stroop 2
2,Stroop 2
2,Stroop 2
2,Stroop 2
2,Stroop 2
2,Stroop 2
3,Stroop 2
3,Stroop 2
3,Stroop 2
3,Stroop 2
3,Stroop 2
3,Stroop 2
3,Stroop 2
4,Stroop 2
4,Stroop 2
4,Stroop 2
4,Stroop 2
4,Stroop 2
4,Stroop 2
4,Stroop 2
6,Stroop 2
6,Stroop 2
6,Stroop 2
6,Stroop 2
6,Stroop 2
6,Stroop 2
6,Stroop 2
7,Stroop 2
7,Stroop 2
7,Stroop 2
7,Stroop 2
7,Stroop 2
7,Stroop 2
7,Stroop 2
9,Stroop 2
9,Stroop 2
9,Stroop 2
9,Stroop 2
9,Stroop 2
9,Stroop 2
9,Stroop 2
11,Stroop 2
11,Stroop 2
11,Stroop 2
11,Stroop 2
11,Stroop 2
11,Stroop 2
13,Stroop 2
13,Stroop 2
13,Stroop 2
13,Stroop 2
13,Stroop 2
13,Stroop 2
13,Stroop 2
14,Stroop 2
14,Stroop 2
14,Stroop 2
14,Stroop 2
14,Stroop 2
14,Stroop 2
14,Stroop 2
15,Stroop 2
15,Stroop 2
15,Stroop 2
15,Stroop 2
15,Stroop 2
15,Stroop 2
15,Stroop 2
16,Stroop 2
16,Stroop 2
16,Stroop 2
16,Stroop 2
16,Stroop 2
16,Stroop 2
16,Stroop 2
17,Stroop 2
17,Stroop 2
17,Stroop 2
17,Stroop 2
17,Stroop 2
17,Stroop 2
17,Stroop 2
12,Stroop 3
